Zone;Roche's Hole;50,50;66,70;1;
Zone;Field of Laudable Wakey's;34,50;50,66;0;
Zone;Gritty Melmoths Field;24,50;34,64;0;
Zone;Cave of Meters;8,50;24,62;0;
Zone;Ocean of Protest;-28,50;8,76;0;
Zone;Nouronihar Ocean;-48,50;-28,76;0;
Zone;Bakufu Village;-58,50;-48,58;0;
Zone;Fat 'Just Fields;-72,50;-58,62;0;
Zone;Gling Sea;-92,50;-72,74;0;
Zone;Town of Dividing Raynal;-104,50;-92,60;0;
Zone;Cave of Jarring Anthropometrist;-118,50;-104,58;0;
Tile;;-67,72;1;1;7;
Tile;;-66,72;1;1;7;
Tile;;-65,72;1;1;7;
Tile;;-64,72;1;1;7;
Tile;;-63,72;1;1;7;
Tile;;-62,72;1;1;7;
Tile;;-61,72;1;1;7;
Tile;;-60,72;1;1;7;
Tile;;-59,72;1;1;7;
Tile;;-71,62;1;1;7;
Tile;;-70,62;1;1;7;
Tile;;-69,62;1;1;7;
Tile;;-68,62;1;1;7;
Tile;;-67,62;1;1;7;
Tile;;-66,62;1;1;7;
Tile;;-64,62;1;1;7;
Tile;;-63,62;1;1;7;
Tile;;-62,62;1;1;7;
Tile;;-61,62;1;1;7;
Tile;;-60,62;1;1;7;
Tile;;-59,62;1;1;7;
Tile;grass;-71,63;0;6;6;
NPC;How'd;-68,67;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Inflicted;-70,68;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Strangenesses;-61,67;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Towler;-60,70;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Depended;-64,70;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Villages of Circuit;-72,40;-66,50;0;
Zone;River Histories;-78,40;-72,48;0;
Zone;Raruaruaha River;-88,40;-78,46;0;
Tile;;-88,40;1;1;7;
Tile;;-88,41;1;1;7;
Tile;;-88,42;1;1;7;
Tile;;-88,43;1;1;7;
Tile;;-88,44;1;1;7;
Tile;;-88,45;1;1;7;
Tile;;-88,46;1;1;7;
Tile;;-87,46;1;1;7;
Tile;;-86,46;1;1;7;
Tile;;-85,46;1;1;7;
Tile;;-84,46;1;1;7;
Tile;;-83,46;1;1;7;
Tile;;-82,46;1;1;7;
Tile;;-81,46;1;1;7;
Tile;;-80,46;1;1;7;
Tile;;-79,46;1;1;7;
Tile;;-78,46;1;1;7;
Tile;;-78,40;1;1;7;
Tile;;-78,42;1;1;7;
Tile;;-78,43;1;1;7;
Tile;;-78,44;1;1;7;
Tile;;-78,45;1;1;7;
Tile;;-87,40;1;1;7;
Tile;;-86,40;1;1;7;
Tile;;-85,40;1;1;7;
Tile;;-84,40;1;1;7;
Tile;;-83,40;1;1;7;
Tile;;-82,40;1;1;7;
Tile;;-81,40;1;1;7;
Tile;;-80,40;1;1;7;
Tile;;-79,40;1;1;7;
Tile;grass;-87,41;0;6;6;
NPC;Trooping;-86,42;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Unbiassed Frederic Ocean;-78,18;-58,40;0;
Tile;;-78,18;1;1;7;
Tile;;-78,19;1;1;7;
Tile;;-78,20;1;1;7;
Tile;;-78,21;1;1;7;
Tile;;-78,22;1;1;7;
Tile;;-78,23;1;1;7;
Tile;;-78,24;1;1;7;
Tile;;-78,25;1;1;7;
Tile;;-78,26;1;1;7;
Tile;;-78,27;1;1;7;
Tile;;-78,28;1;1;7;
Tile;;-78,29;1;1;7;
Tile;;-78,30;1;1;7;
Tile;;-78,31;1;1;7;
Tile;;-78,32;1;1;7;
Tile;;-78,33;1;1;7;
Tile;;-78,34;1;1;7;
Tile;;-78,35;1;1;7;
Tile;;-78,36;1;1;7;
Tile;;-78,37;1;1;7;
Tile;;-78,38;1;1;7;
Tile;;-78,39;1;1;7;
Tile;;-77,40;1;1;7;
Tile;;-76,40;1;1;7;
Tile;;-75,40;1;1;7;
Tile;;-74,40;1;1;7;
Tile;;-72,40;1;1;7;
Tile;;-71,40;1;1;7;
Tile;;-70,40;1;1;7;
Tile;;-69,40;1;1;7;
Tile;;-68,40;1;1;7;
Tile;;-67,40;1;1;7;
Tile;;-66,40;1;1;7;
Tile;;-65,40;1;1;7;
Tile;;-64,40;1;1;7;
Tile;;-63,40;1;1;7;
Tile;;-62,40;1;1;7;
Tile;;-61,40;1;1;7;
Tile;;-60,40;1;1;7;
Tile;;-59,40;1;1;7;
Tile;;-58,40;1;1;7;
Tile;;-58,18;1;1;7;
Tile;;-58,19;1;1;7;
Tile;;-58,20;1;1;7;
Tile;;-58,21;1;1;7;
Tile;;-58,22;1;1;7;
Tile;;-58,23;1;1;7;
Tile;;-58,24;1;1;7;
Tile;;-58,25;1;1;7;
Tile;;-58,26;1;1;7;
Tile;;-58,27;1;1;7;
Tile;;-58,28;1;1;7;
Tile;;-58,29;1;1;7;
Tile;;-58,30;1;1;7;
Tile;;-58,31;1;1;7;
Tile;;-58,32;1;1;7;
Tile;;-58,33;1;1;7;
Tile;;-58,34;1;1;7;
Tile;;-58,35;1;1;7;
Tile;;-58,36;1;1;7;
Tile;;-58,37;1;1;7;
Tile;;-58,38;1;1;7;
Tile;;-58,39;1;1;7;
Tile;;-77,18;1;1;7;
Tile;;-76,18;1;1;7;
Tile;;-75,18;1;1;7;
Tile;;-74,18;1;1;7;
Tile;;-73,18;1;1;7;
Tile;;-72,18;1;1;7;
Tile;;-71,18;1;1;7;
Tile;;-70,18;1;1;7;
Tile;;-69,18;1;1;7;
Tile;;-68,18;1;1;7;
Tile;;-67,18;1;1;7;
Tile;;-66,18;1;1;7;
Tile;;-65,18;1;1;7;
Tile;;-64,18;1;1;7;
Tile;;-63,18;1;1;7;
Tile;;-62,18;1;1;7;
Tile;;-61,18;1;1;7;
Tile;;-60,18;1;1;7;
Tile;;-59,18;1;1;7;
Tile;;-59,20;1;5;6;
Tile;;-64,28;1;5;6;
Tile;;-60,34;1;5;6;
Tile;;-63,25;1;5;6;
Tile;;-61,24;1;5;6;
Tile;;-75,27;1;5;6;
Tile;;-65,29;1;5;6;
Tile;;-62,32;1;5;6;
Tile;;-73,21;1;5;6;
Tile;;-73,27;1;5;6;
Tile;;-60,23;1;5;6;
Tile;;-68,24;1;5;6;
Tile;;-61,20;1;5;6;
Tile;;-71,32;1;5;6;
Tile;;-63,37;1;5;6;
Tile;;-69,35;1;5;6;
Tile;;-61,38;1;5;6;
Tile;;-75,25;1;5;6;
Tile;;-61,27;1;5;6;
Tile;;-75,33;1;5;6;
Tile;;-71,38;1;5;6;
Tile;;-63,34;1;5;6;
Tile;;-71,20;1;5;6;
Tile;;-65,28;1;5;6;
Tile;;-69,25;1;5;6;
Tile;;-63,36;1;5;6;
Tile;;-65,30;1;5;6;
Tile;;-72,36;1;5;6;
Tile;;-60,22;1;5;6;
Tile;;-63,31;1;5;6;
Tile;;-70,24;1;5;6;
Tile;;-74,39;1;5;6;
Tile;;-68,30;1;5;6;
Tile;;-72,29;1;5;6;
Tile;;-75,30;1;5;6;
Tile;;-62,30;1;5;6;
Tile;;-76,24;1;5;6;
Tile;;-75,28;1;5;6;
Tile;;-67,20;1;5;6;
Tile;;-75,21;1;5;6;
Tile;;-68,39;1;5;6;
Tile;;-67,37;1;5;6;
Tile;;-59,38;1;5;6;
Tile;grass;-77,19;0;6;6;
NPC;Shelley's;-70,25;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Souled;-71,24;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'In;-74,34;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Jim;-71,25;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Twoflowers;-66,31;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Loomed;-69,22;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Moslem;-75,26;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Can;-69,33;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Shei;-71,35;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Replenished;-64,36;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Manhattan's;-60,31;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Liartes';-75,38;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Dii;-76,36;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Squatted;-73,37;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Thiefmaster;-66,33;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-78,47;1;1;7;
Tile;;-78,48;1;1;7;
Tile;;-77,48;1;1;7;
Tile;;-76,48;1;1;7;
Tile;;-75,48;1;1;7;
Tile;;-74,48;1;1;7;
Tile;;-73,48;1;1;7;
Tile;;-72,48;1;1;7;
Tile;;-72,41;1;1;7;
Tile;;-72,42;1;1;7;
Tile;;-72,43;1;1;7;
Tile;;-72,44;1;1;7;
Tile;;-72,46;1;1;7;
Tile;;-72,47;1;1;7;
Tile;grass;-77,41;0;6;6;
Zone;'That Forest;-66,40;-50,48;0;
Tile;;-66,41;1;1;7;
Tile;;-66,42;1;1;7;
Tile;;-66,44;1;1;7;
Tile;;-66,45;1;1;7;
Tile;;-66,46;1;1;7;
Tile;;-66,47;1;1;7;
Tile;;-66,48;1;1;7;
Tile;;-65,48;1;1;7;
Tile;;-64,48;1;1;7;
Tile;;-63,48;1;1;7;
Tile;;-62,48;1;1;7;
Tile;;-61,48;1;1;7;
Tile;;-60,48;1;1;7;
Tile;;-59,48;1;1;7;
Tile;;-58,48;1;1;7;
Tile;;-57,48;1;1;7;
Tile;;-56,48;1;1;7;
Tile;;-55,48;1;1;7;
Tile;;-54,48;1;1;7;
Tile;;-53,48;1;1;7;
Tile;;-52,48;1;1;7;
Tile;;-51,48;1;1;7;
Tile;;-50,48;1;1;7;
Tile;;-50,40;1;1;7;
Tile;;-50,41;1;1;7;
Tile;;-50,42;1;1;7;
Tile;;-50,43;1;1;7;
Tile;;-50,44;1;1;7;
Tile;;-50,45;1;1;7;
Tile;;-50,46;1;1;7;
Tile;;-50,47;1;1;7;
Tile;;-57,40;1;1;7;
Tile;;-56,40;1;1;7;
Tile;;-55,40;1;1;7;
Tile;;-54,40;1;1;7;
Tile;;-53,40;1;1;7;
Tile;;-52,40;1;1;7;
Tile;;-51,40;1;1;7;
Tile;;-64,43;1;4;2;
Tile;;-56,43;1;4;2;
Tile;;-58,42;1;4;2;
Tile;;-58,45;1;4;2;
Tile;grass;-65,41;0;6;6;
NPC;Ballador;-56,46;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Vingalmo;-52,45;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gnolls;-55,43;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-72,49;1;1;7;
Tile;;-70,50;1;1;7;
Tile;;-69,50;1;1;7;
Tile;;-68,50;1;1;7;
Tile;;-67,50;1;1;7;
Tile;;-66,50;1;1;7;
Tile;;-66,49;1;1;7;
Tile;grass;-71,41;0;6;6;
Tile;;-58,50;1;1;7;
Tile;;-58,52;1;1;7;
Tile;;-58,53;1;1;7;
Tile;;-58,54;1;1;7;
Tile;;-58,55;1;1;7;
Tile;;-58,56;1;1;7;
Tile;;-58,57;1;1;7;
Tile;;-58,58;1;1;7;
Tile;;-58,59;1;1;7;
Tile;;-58,60;1;1;7;
Tile;;-58,61;1;1;7;
Tile;;-65,50;1;1;7;
Tile;;-64,50;1;1;7;
Tile;;-63,50;1;1;7;
Tile;;-62,50;1;1;7;
Tile;;-61,50;1;1;7;
Tile;;-60,50;1;1;7;
Tile;;-59,50;1;1;7;
Tile;grass;-71,51;0;6;6;
NPC;Dw4a;-65,60;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Commanded;-66,54;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Irishman;-67,59;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Phenakistoscopes;-68,61;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Humourist;-65,58;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Cornish;-70,56;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Reforgule;-62,58;1;2;1;battle;randomAI;displayDialogue(0);
NPC;France;-62,57;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-57,58;1;1;7;
Tile;;-56,58;1;1;7;
Tile;;-55,58;1;1;7;
Tile;;-54,58;1;1;7;
Tile;;-53,58;1;1;7;
Tile;;-52,58;1;1;7;
Tile;;-51,58;1;1;7;
Tile;;-50,58;1;1;7;
Tile;;-49,58;1;1;7;
Tile;;-48,58;1;1;7;
Tile;;-48,50;1;1;7;
Tile;;-48,51;1;1;7;
Tile;;-48,52;1;1;7;
Tile;;-48,53;1;1;7;
Tile;;-48,55;1;1;7;
Tile;;-48,56;1;1;7;
Tile;;-48,57;1;1;7;
Tile;;-57,50;1;1;7;
Tile;;-56,50;1;1;7;
Tile;;-55,50;1;1;7;
Tile;;-54,50;1;1;7;
Tile;;-53,50;1;1;7;
Tile;;-52,50;1;1;7;
Tile;;-51,50;1;1;7;
Tile;;-50,50;1;1;7;
Tile;;-49,50;1;1;7;
Tile;grass;-57,51;0;6;6;
NPC;Bellowed;-53,53;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Lorkhan;-52,56;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ralof's;-56,52;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Forest of Pastimes;-48,76;-38,94;0;
Zone;River of Hat;-48,94;-42,104;0;
Zone;Flourished River;-54,94;-48,100;0;
Tile;;-54,97;1;1;7;
Tile;;-54,98;1;1;7;
Tile;;-54,99;1;1;7;
Tile;;-54,100;1;1;7;
Tile;;-53,100;1;1;7;
Tile;;-52,100;1;1;7;
Tile;;-51,100;1;1;7;
Tile;;-50,100;1;1;7;
Tile;;-49,100;1;1;7;
Tile;;-48,100;1;1;7;
Tile;;-48,94;1;1;7;
Tile;;-48,95;1;1;7;
Tile;;-48,96;1;1;7;
Tile;;-48,97;1;1;7;
Tile;;-48,98;1;1;7;
Tile;;-53,94;1;1;7;
Tile;;-52,94;1;1;7;
Tile;;-51,94;1;1;7;
Tile;;-50,94;1;1;7;
Tile;;-49,94;1;1;7;
Tile;grass;-53,95;0;6;6;
Zone;The Heap;-48,104;-38,114;0;
Zone;Mount Attractions;-66,104;-48,116;0;
Zone;Iridescent Kipling Mountain;-84,104;-66,124;1;
Tile;;-84,104;1;1;7;
Tile;;-84,105;1;1;7;
Tile;;-84,106;1;1;7;
Tile;;-84,107;1;1;7;
Tile;;-84,108;1;1;7;
Tile;;-84,109;1;1;7;
Tile;;-84,110;1;1;7;
Tile;;-84,111;1;1;7;
Tile;;-84,112;1;1;7;
Tile;;-84,113;1;1;7;
Tile;;-84,114;1;1;7;
Tile;;-84,115;1;1;7;
Tile;;-84,116;1;1;7;
Tile;;-84,117;1;1;7;
Tile;;-84,118;1;1;7;
Tile;;-84,119;1;1;7;
Tile;;-84,120;1;1;7;
Tile;;-84,121;1;1;7;
Tile;;-84,122;1;1;7;
Tile;;-84,123;1;1;7;
Tile;;-84,124;1;1;7;
Tile;;-83,124;1;1;7;
Tile;;-82,124;1;1;7;
Tile;;-81,124;1;1;7;
Tile;;-80,124;1;1;7;
Tile;;-79,124;1;1;7;
Tile;;-78,124;1;1;7;
Tile;;-77,124;1;1;7;
Tile;;-76,124;1;1;7;
Tile;;-75,124;1;1;7;
Tile;;-74,124;1;1;7;
Tile;;-73,124;1;1;7;
Tile;;-72,124;1;1;7;
Tile;;-71,124;1;1;7;
Tile;;-70,124;1;1;7;
Tile;;-69,124;1;1;7;
Tile;;-68,124;1;1;7;
Tile;;-67,124;1;1;7;
Tile;;-66,124;1;1;7;
Tile;;-66,104;1;1;7;
Tile;;-66,105;1;1;7;
Tile;;-66,106;1;1;7;
Tile;;-66,107;1;1;7;
Tile;;-66,108;1;1;7;
Tile;;-66,109;1;1;7;
Tile;;-66,110;1;1;7;
Tile;;-66,112;1;1;7;
Tile;;-66,113;1;1;7;
Tile;;-66,114;1;1;7;
Tile;;-66,115;1;1;7;
Tile;;-66,116;1;1;7;
Tile;;-66,117;1;1;7;
Tile;;-66,118;1;1;7;
Tile;;-66,119;1;1;7;
Tile;;-66,120;1;1;7;
Tile;;-66,121;1;1;7;
Tile;;-66,122;1;1;7;
Tile;;-66,123;1;1;7;
Tile;;-83,104;1;1;7;
Tile;;-82,104;1;1;7;
Tile;;-81,104;1;1;7;
Tile;;-80,104;1;1;7;
Tile;;-79,104;1;1;7;
Tile;;-78,104;1;1;7;
Tile;;-77,104;1;1;7;
Tile;;-76,104;1;1;7;
Tile;;-75,104;1;1;7;
Tile;;-74,104;1;1;7;
Tile;;-73,104;1;1;7;
Tile;;-72,104;1;1;7;
Tile;;-71,104;1;1;7;
Tile;;-70,104;1;1;7;
Tile;;-69,104;1;1;7;
Tile;;-68,104;1;1;7;
Tile;;-67,104;1;1;7;
Tile;grass;-83,105;0;6;6;
NPC;Himalayan;-79,115;1;2;2;;randomAI;displayDialogue(0);
NPC;Ook;-80,121;1;2;2;;randomAI;displayDialogue(0);
NPC;Earth'd;-82,122;1;2;2;;randomAI;displayDialogue(0);
Zone;Forest of Undulations;-66,116;-46,134;0;
Tile;;-66,125;1;1;7;
Tile;;-66,126;1;1;7;
Tile;;-66,127;1;1;7;
Tile;;-66,128;1;1;7;
Tile;;-66,129;1;1;7;
Tile;;-66,130;1;1;7;
Tile;;-66,131;1;1;7;
Tile;;-66,132;1;1;7;
Tile;;-66,133;1;1;7;
Tile;;-66,134;1;1;7;
Tile;;-65,134;1;1;7;
Tile;;-64,134;1;1;7;
Tile;;-63,134;1;1;7;
Tile;;-62,134;1;1;7;
Tile;;-61,134;1;1;7;
Tile;;-60,134;1;1;7;
Tile;;-59,134;1;1;7;
Tile;;-58,134;1;1;7;
Tile;;-57,134;1;1;7;
Tile;;-56,134;1;1;7;
Tile;;-55,134;1;1;7;
Tile;;-54,134;1;1;7;
Tile;;-53,134;1;1;7;
Tile;;-52,134;1;1;7;
Tile;;-51,134;1;1;7;
Tile;;-50,134;1;1;7;
Tile;;-49,134;1;1;7;
Tile;;-48,134;1;1;7;
Tile;;-47,134;1;1;7;
Tile;;-46,134;1;1;7;
Tile;;-46,116;1;1;7;
Tile;;-46,117;1;1;7;
Tile;;-46,118;1;1;7;
Tile;;-46,119;1;1;7;
Tile;;-46,120;1;1;7;
Tile;;-46,121;1;1;7;
Tile;;-46,122;1;1;7;
Tile;;-46,123;1;1;7;
Tile;;-46,124;1;1;7;
Tile;;-46,125;1;1;7;
Tile;;-46,126;1;1;7;
Tile;;-46,127;1;1;7;
Tile;;-46,128;1;1;7;
Tile;;-46,129;1;1;7;
Tile;;-46,130;1;1;7;
Tile;;-46,131;1;1;7;
Tile;;-46,132;1;1;7;
Tile;;-46,133;1;1;7;
Tile;;-65,116;1;1;7;
Tile;;-64,116;1;1;7;
Tile;;-63,116;1;1;7;
Tile;;-62,116;1;1;7;
Tile;;-61,116;1;1;7;
Tile;;-59,116;1;1;7;
Tile;;-58,116;1;1;7;
Tile;;-57,116;1;1;7;
Tile;;-56,116;1;1;7;
Tile;;-55,116;1;1;7;
Tile;;-54,116;1;1;7;
Tile;;-53,116;1;1;7;
Tile;;-52,116;1;1;7;
Tile;;-51,116;1;1;7;
Tile;;-50,116;1;1;7;
Tile;;-49,116;1;1;7;
Tile;;-48,116;1;1;7;
Tile;;-47,116;1;1;7;
Tile;;-52,130;1;4;2;
Tile;;-53,131;1;4;2;
Tile;;-62,127;1;4;2;
Tile;;-60,123;1;4;2;
Tile;;-63,131;1;4;2;
Tile;;-58,127;1;4;2;
Tile;;-62,118;1;4;2;
Tile;;-52,127;1;4;2;
Tile;;-53,130;1;4;2;
Tile;;-61,133;1;4;2;
Tile;;-59,131;1;4;2;
Tile;;-56,133;1;4;2;
Tile;;-57,132;1;4;2;
Tile;;-47,119;1;4;2;
Tile;;-58,130;1;4;2;
Tile;;-48,123;1;4;2;
Tile;;-59,129;1;4;2;
Tile;;-56,119;1;4;2;
Tile;;-61,119;1;4;2;
Tile;;-48,131;1;4;2;
Tile;;-50,126;1;4;2;
Tile;;-61,123;1;4;2;
Tile;grass;-65,117;0;6;6;
NPC;Propagated;-59,125;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Destroying;-54,118;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Collared;-63,118;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Twinkled;-53,122;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Hyperborean;-57,119;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Protested;-55,130;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Atavarr's;-51,128;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Kalimdor;-49,128;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Outr;-58,133;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;-48,104;1;1;7;
Tile;;-48,106;1;1;7;
Tile;;-48,107;1;1;7;
Tile;;-48,108;1;1;7;
Tile;;-48,109;1;1;7;
Tile;;-48,110;1;1;7;
Tile;;-48,111;1;1;7;
Tile;;-48,112;1;1;7;
Tile;;-48,113;1;1;7;
Tile;;-48,114;1;1;7;
Tile;;-48,115;1;1;7;
Tile;;-65,104;1;1;7;
Tile;;-64,104;1;1;7;
Tile;;-63,104;1;1;7;
Tile;;-62,104;1;1;7;
Tile;;-61,104;1;1;7;
Tile;;-60,104;1;1;7;
Tile;;-59,104;1;1;7;
Tile;;-58,104;1;1;7;
Tile;;-57,104;1;1;7;
Tile;;-56,104;1;1;7;
Tile;;-55,104;1;1;7;
Tile;;-54,104;1;1;7;
Tile;;-53,104;1;1;7;
Tile;;-52,104;1;1;7;
Tile;;-51,104;1;1;7;
Tile;;-50,104;1;1;7;
Tile;;-49,104;1;1;7;
Tile;grass;-65,105;0;6;6;
NPC;Sandhog;-55,106;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Uther's;-54,114;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Pantomimed;-61,115;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Can;-61,111;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Buckingham;-54,113;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Lushed;-59,111;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Weystone;-62,106;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Recoiled;-50,113;1;2;1;battle;randomAI;displayDialogue(0);
Zone;River Meerut;-38,104;-32,110;1;
Zone;Montonis Holes;-38,110;-22,124;0;
Tile;;-38,110;1;1;7;
Tile;;-38,111;1;1;7;
Tile;;-38,112;1;1;7;
Tile;;-38,113;1;1;7;
Tile;;-38,114;1;1;7;
Tile;;-38,115;1;1;7;
Tile;;-38,116;1;1;7;
Tile;;-38,117;1;1;7;
Tile;;-38,118;1;1;7;
Tile;;-38,119;1;1;7;
Tile;;-38,120;1;1;7;
Tile;;-38,121;1;1;7;
Tile;;-38,122;1;1;7;
Tile;;-38,123;1;1;7;
Tile;;-38,124;1;1;7;
Tile;;-37,124;1;1;7;
Tile;;-36,124;1;1;7;
Tile;;-35,124;1;1;7;
Tile;;-34,124;1;1;7;
Tile;;-33,124;1;1;7;
Tile;;-32,124;1;1;7;
Tile;;-31,124;1;1;7;
Tile;;-30,124;1;1;7;
Tile;;-29,124;1;1;7;
Tile;;-28,124;1;1;7;
Tile;;-27,124;1;1;7;
Tile;;-26,124;1;1;7;
Tile;;-25,124;1;1;7;
Tile;;-24,124;1;1;7;
Tile;;-23,124;1;1;7;
Tile;;-22,124;1;1;7;
Tile;;-22,110;1;1;7;
Tile;;-22,111;1;1;7;
Tile;;-22,112;1;1;7;
Tile;;-22,113;1;1;7;
Tile;;-22,114;1;1;7;
Tile;;-22,115;1;1;7;
Tile;;-22,116;1;1;7;
Tile;;-22,117;1;1;7;
Tile;;-22,118;1;1;7;
Tile;;-22,119;1;1;7;
Tile;;-22,120;1;1;7;
Tile;;-22,121;1;1;7;
Tile;;-22,122;1;1;7;
Tile;;-22,123;1;1;7;
Tile;;-37,110;1;1;7;
Tile;;-36,110;1;1;7;
Tile;;-35,110;1;1;7;
Tile;;-34,110;1;1;7;
Tile;;-32,110;1;1;7;
Tile;;-31,110;1;1;7;
Tile;;-30,110;1;1;7;
Tile;;-29,110;1;1;7;
Tile;;-28,110;1;1;7;
Tile;;-27,110;1;1;7;
Tile;;-26,110;1;1;7;
Tile;;-25,110;1;1;7;
Tile;;-24,110;1;1;7;
Tile;;-23,110;1;1;7;
Tile;grass;-37,111;0;6;6;
NPC;Whiterun;-30,122;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Cairne's;-29,121;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Torygg's;-36,120;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Unrelatable;-26,119;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Thalmor;-34,113;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mulgore;-24,115;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Domain of Untapped Maxwell;-38,84;-14,104;1;
Tile;;-38,84;1;1;7;
Tile;;-38,85;1;1;7;
Tile;;-38,86;1;1;7;
Tile;;-38,87;1;1;7;
Tile;;-38,88;1;1;7;
Tile;;-38,89;1;1;7;
Tile;;-38,90;1;1;7;
Tile;;-38,91;1;1;7;
Tile;;-38,92;1;1;7;
Tile;;-38,93;1;1;7;
Tile;;-38,94;1;1;7;
Tile;;-38,95;1;1;7;
Tile;;-38,96;1;1;7;
Tile;;-38,97;1;1;7;
Tile;;-38,98;1;1;7;
Tile;;-38,99;1;1;7;
Tile;;-38,100;1;1;7;
Tile;;-38,101;1;1;7;
Tile;;-38,102;1;1;7;
Tile;;-38,103;1;1;7;
Tile;;-38,104;1;1;7;
Tile;;-37,104;1;1;7;
Tile;;-36,104;1;1;7;
Tile;;-34,104;1;1;7;
Tile;;-33,104;1;1;7;
Tile;;-32,104;1;1;7;
Tile;;-31,104;1;1;7;
Tile;;-30,104;1;1;7;
Tile;;-29,104;1;1;7;
Tile;;-28,104;1;1;7;
Tile;;-27,104;1;1;7;
Tile;;-26,104;1;1;7;
Tile;;-25,104;1;1;7;
Tile;;-24,104;1;1;7;
Tile;;-23,104;1;1;7;
Tile;;-22,104;1;1;7;
Tile;;-21,104;1;1;7;
Tile;;-20,104;1;1;7;
Tile;;-19,104;1;1;7;
Tile;;-18,104;1;1;7;
Tile;;-17,104;1;1;7;
Tile;;-16,104;1;1;7;
Tile;;-15,104;1;1;7;
Tile;;-14,104;1;1;7;
Tile;;-14,84;1;1;7;
Tile;;-14,85;1;1;7;
Tile;;-14,86;1;1;7;
Tile;;-14,87;1;1;7;
Tile;;-14,88;1;1;7;
Tile;;-14,89;1;1;7;
Tile;;-14,90;1;1;7;
Tile;;-14,91;1;1;7;
Tile;;-14,92;1;1;7;
Tile;;-14,93;1;1;7;
Tile;;-14,94;1;1;7;
Tile;;-14,95;1;1;7;
Tile;;-14,96;1;1;7;
Tile;;-14,97;1;1;7;
Tile;;-14,98;1;1;7;
Tile;;-14,99;1;1;7;
Tile;;-14,100;1;1;7;
Tile;;-14,101;1;1;7;
Tile;;-14,102;1;1;7;
Tile;;-14,103;1;1;7;
Tile;;-37,84;1;1;7;
Tile;;-36,84;1;1;7;
Tile;;-35,84;1;1;7;
Tile;;-34,84;1;1;7;
Tile;;-33,84;1;1;7;
Tile;;-32,84;1;1;7;
Tile;;-31,84;1;1;7;
Tile;;-30,84;1;1;7;
Tile;;-29,84;1;1;7;
Tile;;-28,84;1;1;7;
Tile;;-27,84;1;1;7;
Tile;;-26,84;1;1;7;
Tile;;-25,84;1;1;7;
